Store,Date,Time,Dept,Family,Item_No,SalesQty,Price,SalesValue,Sales_Status,Sales_number
H1,01/19/2009,17,GA,運動飲料,254,2,32,64,P,2
H1,01/19/2009,17,GA,運動飲料,956,30,10,300,N,1
H1,01/19/2009,17,GA,運動飲料,610,5,17,85,N,1
H1,01/19/2009,18,GA,運動飲料,634,30,5,150,P,1
H1,01/19/2009,18,GA,運動飲料,254,1,32,32,P,1
H1,01/19/2009,19,GA,運動飲料,032,30,4,120,P,1
H1,01/19/2009,19,GA,運動飲料,020,5,16,80,N,1
H1,01/19/2009,20,GA,運動飲料,634,30,5,150,P,1
H1,01/19/2009,20,GA,運動飲料,152,8,8,64,P,1
H1,01/19/2009,20,GA,運動飲料,186,30,6,180,N,1
H1,01/19/2009,20,GA,運動飲料,020,5,16,80,N,1
H1,01/19/2009,21,GA,運動飲料,186,90,6,540,N,3
H1,01/19/2009,21,GA,運動飲料,032,60,4,240,P,1
H1,01/19/2009,21,GA,運動飲料,876,5,15,75,N,1
H1,01/19/2009,22,GA,運動飲料,388,5,14,70,N,1
H1,01/19/2009,22,GA,運動飲料,186,5,9,45,P,1
H1,01/19/2009,23,GA,運動飲料,032,30,4,120,P,1
H1,01/19/2009,23,GA,運動飲料,166,1,21,21,N,1
H1,01/20/2009,00,GA,運動飲料,634,30,5,150,P,1
H1,01/20/2009,00,GA,運動飲料,956,16,9,144,N,2
H1,01/20/2009,00,GA,運動飲料,032,30,4,120,P,1
H1,01/20/2009,00,GA,運動飲料,876,5,15,75,N,1
H1,01/20/2009,01,GA,運動飲料,634,30,5,150,P,1
H1,01/20/2009,01,GA,運動飲料,254,3,21,63,P,1
H1,01/20/2009,01,GA,運動飲料,654,1,33,33,N,1
H1,01/20/2009,01,GA,運動飲料,020,5,16,80,N,1
H1,01/20/2009,02,GA,運動飲料,254,3,21,63,P,1
H1,01/20/2009,02,GA,運動飲料,876,5,15,75,N,1
H1,01/20/2009,03,GA,運動飲料,254,1,32,32,P,1
H1,01/20/2009,03,GA,運動飲料,654,1,33,33,N,1
H1,01/20/2009,08,GA,運動飲料,032,30,4,120,P,1
H1,01/20/2009,09,GA,運動飲料,956,8,9,72,N,1
H1,01/20/2009,10,GA,運動飲料,522,5,16,80,N,1
H1,01/20/2009,10,GA,運動飲料,654,3,22,66,N,1
H1,01/20/2009,10,GA,運動飲料,032,90,4,360,P,2
H1,01/20/2009,11,GA,運動飲料,634,30,5,150,P,1
H1,01/20/2009,11,GA,運動飲料,254,1,32,32,P,1
H1,01/20/2009,11,GA,運動飲料,654,4,25,100,N,2
H1,01/20/2009,11,GA,運動飲料,032,30,4,120,P,1
H1,01/20/2009,11,GA,運動飲料,876,5,15,75,N,1
H1,01/20/2009,12,GA,運動飲料,254,3,21,63,P,1
H1,01/20/2009,12,GA,運動飲料,032,38,4,152,P,2
H1,01/20/2009,12,GA,運動飲料,876,10,15,150,N,2
H1,01/20/2009,13,GA,運動飲料,254,3,21,63,P,1
H1,01/20/2009,13,GA,運動飲料,654,3,22,66,N,1
H1,01/20/2009,13,GA,運動飲料,388,5,14,70,N,1
H1,01/20/2009,14,GA,運動飲料,064,60,6,360,P,1
H1,01/20/2009,14,GA,運動飲料,654,3,22,66,N,1
H1,01/20/2009,14,GA,運動飲料,020,5,16,80,N,1
H1,01/20/2009,15,GA,運動飲料,186,30,6,180,N,1
H1,01/20/2009,15,GA,運動飲料,032,30,4,120,P,1
H1,01/20/2009,15,GA,運動飲料,876,20,15,300,N,1
H1,01/20/2009,16,GA,運動飲料,186,30,6,180,N,1
H1,01/20/2009,16,GA,運動飲料,654,1,33,33,N,1
H1,01/20/2009,17,GA,運動飲料,274,4,21,84,N,1
H1,01/20/2009,17,GA,運動飲料,958,8,4,32,N,1
H1,01/20/2009,18,GA,運動飲料,634,30,5,150,P,1
H1,01/20/2009,18,GA,運動飲料,956,8,9,72,N,1
H1,01/20/2009,19,GA,運動飲料,254,1,32,32,P,1
H1,01/20/2009,19,GA,運動飲料,654,3,22,66,N,1
H1,01/20/2009,19,GA,運動飲料,876,10,15,150,N,1
H1,01/20/2009,20,GA,運動飲料,152,8,8,64,P,1
H1,01/20/2009,20,GA,運動飲料,654,1,33,33,N,1
H1,01/20/2009,20,GA,運動飲料,032,90,4,360,P,3
H1,01/20/2009,20,GA,運動飲料,610,5,17,85,N,1
H1,01/20/2009,21,GA,運動飲料,254,3,21,63,P,1
H1,01/20/2009,21,GA,運動飲料,654,3,22,66,N,1
H1,01/20/2009,21,GA,運動飲料,032,120,4,480,P,3
H1,01/20/2009,22,GA,運動飲料,186,30,6,180,N,1
H1,01/20/2009,22,GA,運動飲料,020,5,16,80,N,1
H1,01/20/2009,23,GA,運動飲料,956,8,9,72,N,1
H1,01/21/2009,00,GA,運動飲料,634,30,5,150,P,1
H1,01/21/2009,00,GA,運動飲料,254,5,26,130,P,2
H1,01/21/2009,00,GA,運動飲料,654,1,33,33,N,1
H1,01/21/2009,00,GA,運動飲料,388,5,14,70,N,1
H1,01/21/2009,00,GA,運動飲料,032,30,4,120,P,1
H1,01/21/2009,01,GA,運動飲料,634,30,5,150,P,1
H1,01/21/2009,01,GA,運動飲料,654,1,33,33,N,1
H1,01/21/2009,01,GA,運動飲料,032,90,4,360,P,3
H1,01/21/2009,02,GA,運動飲料,032,90,4,360,P,2
H1,01/21/2009,06,GA,運動飲料,032,90,4,360,P,1
H1,01/21/2009,09,GA,運動飲料,032,30,4,120,P,1
H1,01/21/2009,10,GA,運動飲料,032,30,4,120,P,1
H1,01/21/2009,10,GA,運動飲料,274,3,19,57,N,1
H1,01/21/2009,10,GA,運動飲料,186,5,9,45,P,1
H1,01/21/2009,12,GA,運動飲料,634,60,5,300,P,1
H1,01/21/2009,12,GA,運動飲料,254,1,32,32,P,1
H1,01/21/2009,12,GA,運動飲料,186,90,6,540,N,1
H1,01/21/2009,12,GA,運動飲料,654,3,22,66,N,1
H1,01/21/2009,12,GA,運動飲料,032,30,4,120,P,1
H1,01/21/2009,13,GA,運動飲料,152,8,8,64,P,1
H1,01/21/2009,13,GA,運動飲料,654,1,33,33,N,1
H1,01/21/2009,13,GA,運動飲料,274,6,23,138,N,1
H1,01/21/2009,14,GA,運動飲料,254,1,32,32,P,1
H1,01/21/2009,14,GA,運動飲料,032,38,4,152,P,2
H1,01/21/2009,14,GA,運動飲料,876,5,15,75,N,1
H1,01/21/2009,15,GA,運動飲料,634,30,5,150,P,1
H1,01/21/2009,16,GA,運動飲料,254,1,32,32,P,1
H1,01/21/2009,16,GA,運動飲料,654,1,33,33,N,1
H1,01/21/2009,17,GA,運動飲料,634,30,5,150,P,1
H1,01/21/2009,17,GA,運動飲料,522,5,15,75,N,1
H1,01/21/2009,17,GA,運動飲料,186,30,6,180,N,1
H1,01/21/2009,17,GA,運動飲料,032,30,4,120,P,1
H1,01/21/2009,17,GA,運動飲料,876,5,15,75,N,1
H1,01/21/2009,18,GA,運動飲料,020,5,16,80,N,1
H1,01/21/2009,19,GA,運動飲料,634,60,5,300,P,1
H1,01/21/2009,19,GA,運動飲料,498,30,9,270,N,3
H1,01/21/2009,20,GA,運動飲料,634,30,5,150,P,1
H1,01/21/2009,20,GA,運動飲料,152,15,9,135,P,1
H1,01/21/2009,20,GA,運動飲料,654,6,22,132,N,2
H1,01/21/2009,20,GA,運動飲料,956,16,9,144,N,2
H1,01/21/2009,20,GA,運動飲料,032,105,4,420,P,4
H1,01/21/2009,20,GA,運動飲料,020,5,16,80,N,1
H1,01/21/2009,20,GA,運動飲料,274,3,19,57,N,1
H1,01/21/2009,21,GA,運動飲料,522,5,15,75,N,1
H1,01/21/2009,21,GA,運動飲料,654,1,33,33,N,1
H1,01/21/2009,21,GA,運動飲料,956,30,10,300,N,1
H1,01/21/2009,21,GA,運動飲料,032,210,4,840,P,2
H1,01/21/2009,21,GA,運動飲料,876,10,15,150,N,1
H1,01/21/2009,21,GA,運動飲料,020,5,16,80,N,1
H1,01/21/2009,22,GA,運動飲料,634,30,5,150,P,1
H1,01/21/2009,22,GA,運動飲料,032,30,4,120,P,1
H1,01/21/2009,22,GA,運動飲料,274,1,28,28,N,1
H1,01/21/2009,23,GA,運動飲料,654,3,22,66,N,1
H1,01/22/2009,00,GA,運動飲料,634,30,5,150,P,1
H1,01/22/2009,00,GA,運動飲料,152,8,8,64,P,1
H1,01/22/2009,00,GA,運動飲料,654,3,22,66,N,1
H1,01/22/2009,00,GA,運動飲料,956,8,9,72,N,1
H1,01/22/2009,00,GA,運動飲料,032,150,4,600,P,3
H1,01/22/2009,00,GA,運動飲料,876,5,15,75,N,1
H1,01/22/2009,01,GA,運動飲料,634,30,5,150,P,1
H1,01/22/2009,01,GA,運動飲料,032,90,4,360,P,3
H1,01/22/2009,02,GA,運動飲料,032,30,4,120,P,1
H1,01/22/2009,03,GA,運動飲料,032,60,4,240,P,2
H1,01/22/2009,08,GA,運動飲料,876,5,15,75,N,1
H1,01/22/2009,10,GA,運動飲料,876,5,15,75,N,1
H1,01/22/2009,10,GA,運動飲料,020,5,16,80,N,1
H1,01/22/2009,12,GA,運動飲料,152,8,8,64,P,1
H1,01/22/2009,13,GA,運動飲料,522,5,15,75,N,1
H1,01/22/2009,14,GA,運動飲料,152,8,8,64,P,1
H1,01/22/2009,14,GA,運動飲料,254,1,32,32,P,1
H1,01/22/2009,14,GA,運動飲料,654,3,22,66,N,1
H1,01/22/2009,14,GA,運動飲料,558,16,6,96,N,2
H1,01/22/2009,15,GA,運動飲料,254,1,32,32,P,1
H1,01/22/2009,15,GA,運動飲料,186,30,6,180,N,1
H1,01/22/2009,16,GA,運動飲料,186,30,6,180,N,1
H1,01/22/2009,16,GA,運動飲料,032,30,4,120,P,1
H1,01/22/2009,17,GA,運動飲料,254,3,21,63,P,1
H1,01/22/2009,17,GA,運動飲料,668,3,9,27,N,1
H1,01/22/2009,19,GA,運動飲料,634,30,5,150,P,1
H1,01/22/2009,19,GA,運動飲料,152,8,8,64,P,1
H1,01/22/2009,19,GA,運動飲料,254,4,24,96,P,1
H1,01/22/2009,19,GA,運動飲料,032,30,4,120,P,1
H1,01/22/2009,19,GA,運動飲料,020,5,16,80,N,1
H1,01/22/2009,19,GA,運動飲料,186,5,9,45,P,1
H1,01/22/2009,20,GA,運動飲料,634,60,5,300,P,1
H1,01/22/2009,20,GA,運動飲料,186,30,6,180,N,1
H1,01/22/2009,20,GA,運動飲料,654,6,28,168,N,2
H1,01/22/2009,21,GA,運動飲料,634,30,5,150,P,1
H1,01/22/2009,21,GA,運動飲料,064,30,6,180,P,1
H1,01/22/2009,21,GA,運動飲料,186,30,6,180,N,1
H1,01/22/2009,21,GA,運動飲料,654,1,33,33,N,1
H1,01/22/2009,21,GA,運動飲料,668,2,13,26,N,2
H1,01/22/2009,21,GA,運動飲料,032,30,4,120,P,1
H1,01/22/2009,22,GA,運動飲料,634,120,5,600,P,3
H1,01/22/2009,22,GA,運動飲料,186,30,6,180,N,1
H1,01/22/2009,22,GA,運動飲料,956,30,10,300,N,1
H1,01/22/2009,22,GA,運動飲料,032,30,4,120,P,1
H1,01/22/2009,23,GA,運動飲料,634,30,5,150,P,1
H1,01/22/2009,23,GA,運動飲料,274,1,28,28,N,1
H1,01/23/2009,00,GA,運動飲料,522,5,15,75,N,1
H1,01/23/2009,00,GA,運動飲料,152,8,8,64,P,1
H1,01/23/2009,00,GA,運動飲料,186,30,6,180,N,1
H1,01/23/2009,00,GA,運動飲料,654,3,22,66,N,1
H1,01/23/2009,00,GA,運動飲料,956,8,9,72,N,1
H1,01/23/2009,00,GA,運動飲料,032,30,4,120,P,1
H1,01/23/2009,01,GA,運動飲料,254,1,32,32,P,1
H1,01/23/2009,01,GA,運動飲料,186,30,6,180,N,1
H1,01/23/2009,01,GA,運動飲料,876,10,15,150,N,1
H1,01/23/2009,01,GA,運動飲料,958,8,4,32,N,1
H1,01/23/2009,01,GA,運動飲料,186,5,9,45,P,1
H1,01/23/2009,02,GA,運動飲料,020,15,16,240,N,1
H1,01/23/2009,04,GA,運動飲料,334,30,4,120,N,1
H1,01/23/2009,06,GA,運動飲料,064,30,6,180,P,1
H1,01/23/2009,10,GA,運動飲料,152,8,7,56,P,1
H1,01/23/2009,10,GA,運動飲料,254,1,32,32,P,1
H1,01/23/2009,10,GA,運動飲料,186,60,6,360,N,1
H1,01/23/2009,11,GA,運動飲料,152,15,8,120,P,1
H1,01/23/2009,11,GA,運動飲料,186,30,6,180,N,1
H1,01/23/2009,11,GA,運動飲料,876,5,15,75,N,1
H1,01/23/2009,11,GA,運動飲料,020,5,16,80,N,1
H1,01/23/2009,12,GA,運動飲料,654,1,33,33,N,1
H1,01/23/2009,13,GA,運動飲料,152,23,8,184,P,2
H1,01/23/2009,13,GA,運動飲料,956,8,9,72,N,1
H1,01/23/2009,13,GA,運動飲料,876,5,15,75,N,1
H1,01/23/2009,14,GA,運動飲料,020,5,16,80,N,1
H1,01/23/2009,15,GA,運動飲料,394,30,8,240,P,1
H1,01/23/2009,15,GA,運動飲料,186,60,6,360,N,2
H1,01/23/2009,15,GA,運動飲料,020,10,16,160,N,1
H1,01/23/2009,16,GA,運動飲料,634,30,5,150,P,1
H1,01/23/2009,16,GA,運動飲料,152,8,7,56,P,1
H1,01/23/2009,16,GA,運動飲料,186,30,6,180,N,1
H1,01/23/2009,16,GA,運動飲料,876,5,15,75,N,1
H1,01/23/2009,16,GA,運動飲料,958,15,4,60,N,1
H1,01/23/2009,17,GA,運動飲料,152,8,7,56,P,1
H1,01/23/2009,17,GA,運動飲料,254,1,32,32,P,1
H1,01/23/2009,17,GA,運動飲料,654,1,33,33,N,1
H1,01/23/2009,17,GA,運動飲料,876,5,15,75,N,1
H1,01/23/2009,17,GA,運動飲料,274,2,28,56,N,2
H1,01/23/2009,18,GA,運動飲料,254,1,32,32,P,1
H1,01/23/2009,18,GA,運動飲料,956,15,10,150,N,1
H1,01/23/2009,19,GA,運動飲料,152,8,7,56,P,1
H1,01/23/2009,19,GA,運動飲料,186,90,6,540,N,3
H1,01/23/2009,20,GA,運動飲料,186,60,6,360,N,2
H1,01/23/2009,20,GA,運動飲料,654,1,33,33,N,1
H1,01/23/2009,20,GA,運動飲料,020,5,16,80,N,1
H1,01/23/2009,21,GA,運動飲料,152,8,7,56,P,1
H1,01/23/2009,21,GA,運動飲料,654,3,22,66,N,1
H1,01/23/2009,21,GA,運動飲料,032,30,4,120,P,1
H1,01/23/2009,21,GA,運動飲料,186,15,9,135,P,1
H1,01/23/2009,22,GA,運動飲料,152,8,7,56,P,1
H1,01/23/2009,22,GA,運動飲料,254,1,32,32,P,1
H1,01/23/2009,22,GA,運動飲料,956,60,10,600,N,2
H1,01/23/2009,22,GA,運動飲料,876,10,15,150,N,1
H1,01/23/2009,23,GA,運動飲料,634,30,5,150,P,1
H1,01/23/2009,23,GA,運動飲料,254,6,27,162,P,1
H1,01/24/2009,00,GA,運動飲料,254,1,32,32,P,1
H1,01/24/2009,00,GA,運動飲料,654,3,33,99,N,3
H1,01/24/2009,00,GA,運動飲料,032,60,4,240,P,2
H1,01/24/2009,00,GA,運動飲料,876,5,15,75,N,1
H1,01/24/2009,00,GA,運動飲料,610,5,17,85,N,1
H1,01/24/2009,01,GA,運動飲料,152,38,8,304,P,2
H1,01/24/2009,01,GA,運動飲料,254,1,32,32,P,1
H1,01/24/2009,01,GA,運動飲料,186,90,6,540,N,3
H1,01/24/2009,01,GA,運動飲料,654,6,22,132,N,2
H1,01/24/2009,01,GA,運動飲料,020,10,16,160,N,2
H1,01/24/2009,02,GA,運動飲料,186,30,6,180,N,1
H1,01/24/2009,02,GA,運動飲料,654,3,22,66,N,1
H1,01/24/2009,02,GA,運動飲料,610,5,17,85,N,1
H1,01/24/2009,04,GA,運動飲料,152,23,8,184,P,2
H1,01/24/2009,04,GA,運動飲料,254,8,24,192,P,1
H1,01/24/2009,05,GA,運動飲料,152,8,7,56,P,1
H1,01/24/2009,06,GA,運動飲料,020,5,16,80,N,1
H1,01/24/2009,09,GA,運動飲料,876,5,15,75,N,1
H1,01/24/2009,10,GA,運動飲料,186,90,6,540,N,3
H1,01/24/2009,10,GA,運動飲料,654,2,33,66,N,2
H1,01/24/2009,10,GA,運動飲料,020,10,16,160,N,1
H1,01/24/2009,11,GA,運動飲料,522,5,15,75,N,1
H1,01/24/2009,11,GA,運動飲料,152,8,7,56,P,1
H1,01/24/2009,11,GA,運動飲料,254,1,32,32,P,1
H1,01/24/2009,11,GA,運動飲料,032,30,4,120,P,1
H1,01/24/2009,12,GA,運動飲料,152,8,7,56,P,1
H1,01/24/2009,12,GA,運動飲料,254,1,32,32,P,1
H1,01/24/2009,12,GA,運動飲料,654,7,24,168,N,2
H1,01/24/2009,12,GA,運動飲料,956,30,10,300,N,1
H1,01/24/2009,12,GA,運動飲料,032,30,4,120,P,1
H1,01/24/2009,12,GA,運動飲料,274,1,28,28,N,1
H1,01/24/2009,13,GA,運動飲料,152,16,7,112,P,2
H1,01/24/2009,13,GA,運動飲料,186,60,6,360,N,2
H1,01/24/2009,13,GA,運動飲料,610,5,17,85,N,1
H1,01/24/2009,14,GA,運動飲料,186,90,6,540,N,3
H1,01/24/2009,14,GA,運動飲料,558,8,6,48,N,1
H1,01/24/2009,14,GA,運動飲料,610,5,17,85,N,1
H1,01/24/2009,15,GA,運動飲料,032,30,4,120,P,1
H1,01/24/2009,15,GA,運動飲料,334,30,4,120,N,1
H1,01/24/2009,15,GA,運動飲料,186,10,9,90,P,2
H1,01/24/2009,16,GA,運動飲料,634,30,5,150,P,1
H1,01/24/2009,16,GA,運動飲料,506,3,13,39,N,1
H1,01/24/2009,16,GA,運動飲料,254,8,24,192,P,3
H1,01/24/2009,16,GA,運動飲料,654,1,33,33,N,1
H1,01/24/2009,16,GA,運動飲料,876,5,15,75,N,1
H1,01/24/2009,16,GA,運動飲料,610,5,17,85,N,1
H1,01/24/2009,17,GA,運動飲料,152,8,7,56,P,1
H1,01/24/2009,17,GA,運動飲料,654,2,33,66,N,2
H1,01/24/2009,17,GA,運動飲料,668,1,13,13,N,1
H1,01/24/2009,17,GA,運動飲料,876,5,15,75,N,1
H1,01/24/2009,18,GA,運動飲料,152,16,7,112,P,2
H1,01/24/2009,18,GA,運動飲料,254,3,21,63,P,1
H1,01/24/2009,18,GA,運動飲料,186,30,6,180,N,1
H1,01/24/2009,18,GA,運動飲料,958,8,4,32,N,1
H1,01/24/2009,19,GA,運動飲料,152,8,7,56,P,1
H1,01/24/2009,19,GA,運動飲料,666,5,14,70,N,1
H1,01/24/2009,19,GA,運動飲料,654,1,33,33,N,1
H1,01/24/2009,19,GA,運動飲料,032,30,4,120,P,1
H1,01/24/2009,20,GA,運動飲料,634,30,5,150,P,1
H1,01/24/2009,20,GA,運動飲料,152,8,7,56,P,1
H1,01/24/2009,20,GA,運動飲料,254,3,21,63,P,1
H1,01/24/2009,20,GA,運動飲料,186,30,6,180,N,1
H1,01/24/2009,20,GA,運動飲料,654,3,22,66,N,3
H1,01/24/2009,20,GA,運動飲料,956,30,10,300,N,1
H1,01/24/2009,20,GA,運動飲料,610,5,17,85,N,1
H1,01/24/2009,21,GA,運動飲料,152,24,7,168,P,3
H1,01/24/2009,22,GA,運動飲料,152,31,7,217,P,3
H1,01/24/2009,22,GA,運動飲料,254,1,32,32,P,1
H1,01/24/2009,22,GA,運動飲料,654,5,26,130,N,3
H1,01/24/2009,23,GA,運動飲料,152,8,7,56,P,1
H1,01/24/2009,23,GA,運動飲料,654,1,33,33,N,1
H1,01/24/2009,23,GA,運動飲料,876,5,15,75,N,1
H1,01/25/2009,00,GA,運動飲料,522,5,15,75,N,1
H1,01/25/2009,00,GA,運動飲料,152,8,7,56,P,1
H1,01/25/2009,00,GA,運動飲料,254,3,32,96,P,3
H1,01/25/2009,00,GA,運動飲料,186,30,6,180,N,1
H1,01/25/2009,00,GA,運動飲料,654,9,22,198,N,3
H1,01/25/2009,00,GA,運動飲料,032,30,4,120,P,1
H1,01/25/2009,00,GA,運動飲料,876,10,15,150,N,2
H1,01/25/2009,01,GA,運動飲料,634,30,5,150,P,1
H1,01/25/2009,01,GA,運動飲料,152,16,7,112,P,2
H1,01/25/2009,01,GA,運動飲料,666,10,14,140,N,1
H1,01/25/2009,01,GA,運動飲料,254,10,26,260,P,1
H1,01/25/2009,02,GA,運動飲料,064,60,6,360,P,1
H1,01/25/2009,02,GA,運動飲料,522,5,15,75,N,1
H1,01/25/2009,02,GA,運動飲料,152,16,7,112,P,2
H1,01/25/2009,02,GA,運動飲料,876,15,15,225,N,2
H1,01/25/2009,02,GA,運動飲料,020,5,16,80,N,1
H1,01/25/2009,03,GA,運動飲料,634,30,5,150,P,1
H1,01/25/2009,03,GA,運動飲料,152,8,7,56,P,1
H1,01/25/2009,04,GA,運動飲料,254,1,32,32,P,1
H1,01/25/2009,04,GA,運動飲料,654,5,26,130,N,1
H1,01/25/2009,05,GA,運動飲料,522,5,15,75,N,1
H1,01/25/2009,05,GA,運動飲料,152,23,8,184,P,2
H1,01/25/2009,05,GA,運動飲料,254,3,21,63,P,1
H1,01/25/2009,06,GA,運動飲料,152,8,7,56,P,1
H1,01/25/2009,06,GA,運動飲料,254,4,24,96,P,2
H1,01/25/2009,06,GA,運動飲料,032,90,4,360,P,1
H1,01/25/2009,09,GA,運動飲料,522,5,15,75,N,1
H1,01/25/2009,09,GA,運動飲料,654,1,33,33,N,1
H1,01/25/2009,10,GA,運動飲料,666,5,14,70,N,1
H1,01/25/2009,10,GA,運動飲料,254,1,32,32,P,1
H1,01/25/2009,10,GA,運動飲料,274,1,28,28,N,1
H1,01/25/2009,11,GA,運動飲料,152,8,7,56,P,3
H1,01/25/2009,11,GA,運動飲料,654,3,22,66,N,1
H1,01/25/2009,11,GA,運動飲料,032,30,4,120,P,1
H1,01/25/2009,11,GA,運動飲料,876,5,15,75,N,1
H1,01/25/2009,11,GA,運動飲料,020,5,16,80,N,1
H1,01/25/2009,12,GA,運動飲料,654,7,24,168,N,3
H1,01/25/2009,12,GA,運動飲料,876,5,15,75,N,1
H1,01/25/2009,13,GA,運動飲料,186,60,6,360,N,1
H1,01/25/2009,13,GA,運動飲料,388,5,14,70,N,1
H1,01/25/2009,13,GA,運動飲料,020,5,16,80,N,1
H1,01/25/2009,13,GA,運動飲料,958,15,4,60,N,1
H1,01/25/2009,14,GA,運動飲料,152,16,7,112,P,2
H1,01/25/2009,15,GA,運動飲料,634,30,5,150,P,1
H1,01/25/2009,15,GA,運動飲料,152,8,7,56,P,1
H1,01/25/2009,15,GA,運動飲料,186,30,6,180,N,1
H1,01/25/2009,15,GA,運動飲料,876,5,15,75,N,1
H1,01/25/2009,16,GA,運動飲料,522,5,15,75,N,1
H1,01/25/2009,16,GA,運動飲料,796,1,12,12,N,1
H1,01/25/2009,16,GA,運動飲料,254,1,32,32,P,1
H1,01/25/2009,16,GA,運動飲料,654,1,33,33,N,1
H1,01/25/2009,16,GA,運動飲料,388,5,14,70,N,1
H1,01/25/2009,16,GA,運動飲料,558,8,6,48,N,1
H1,01/25/2009,16,GA,運動飲料,876,5,15,75,N,1
H1,01/25/2009,17,GA,運動飲料,152,31,7,217,P,3
H1,01/25/2009,17,GA,運動飲料,654,2,33,66,N,2
H1,01/25/2009,21,GA,運動飲料,152,8,7,56,P,1
H1,01/25/2009,22,GA,運動飲料,634,30,5,150,P,1
H1,01/25/2009,22,GA,運動飲料,522,5,15,75,N,3
H1,01/25/2009,22,GA,運動飲料,666,5,14,70,N,1
H1,01/25/2009,22,GA,運動飲料,032,30,4,120,P,1
H1,01/25/2009,23,GA,運動飲料,152,23,8,184,P,2
H1,01/25/2009,23,GA,運動飲料,666,5,14,70,N,1
H1,01/25/2009,23,GA,運動飲料,254,3,21,63,P,1
H1,01/25/2009,23,GA,運動飲料,876,5,15,75,N,1
H1,01/26/2009,11,GA,運動飲料,152,8,7,56,P,1
H1,01/26/2009,12,GA,運動飲料,152,16,7,112,P,2
H1,01/26/2009,12,GA,運動飲料,654,3,22,66,N,1
H1,01/26/2009,13,GA,運動飲料,152,15,8,120,P,1
H1,01/26/2009,13,GA,運動飲料,254,2,32,64,P,2
H1,01/26/2009,13,GA,運動飲料,876,5,15,75,N,1
H1,01/26/2009,14,GA,運動飲料,152,8,7,56,P,1
H1,01/26/2009,14,GA,運動飲料,254,1,32,32,P,1
H1,01/26/2009,14,GA,運動飲料,186,60,6,360,N,1
H1,01/26/2009,14,GA,運動飲料,654,2,33,66,N,2
H1,01/26/2009,14,GA,運動飲料,388,5,14,70,N,1
H1,01/26/2009,15,GA,運動飲料,152,8,7,56,P,1
H1,01/26/2009,15,GA,運動飲料,654,1,33,33,N,1
H1,01/26/2009,15,GA,運動飲料,958,23,4,92,N,2
H1,01/26/2009,16,GA,運動飲料,020,5,16,80,N,1
H1,01/26/2009,17,GA,運動飲料,152,17,8,136,P,3
H1,01/26/2009,17,GA,運動飲料,020,5,16,80,N,2
H1,01/26/2009,17,GA,運動飲料,610,5,17,85,N,1
H1,01/26/2009,18,GA,運動飲料,394,30,8,240,P,1
H1,01/26/2009,18,GA,運動飲料,958,8,4,32,N,1
H1,01/26/2009,18,GA,運動飲料,610,10,17,170,N,2
H1,01/26/2009,19,GA,運動飲料,152,16,7,112,P,2
H1,01/26/2009,20,GA,運動飲料,152,23,8,184,P,2
H1,01/26/2009,21,GA,運動飲料,152,8,7,56,P,1
H1,01/26/2009,21,GA,運動飲料,254,1,32,32,P,1
H1,01/26/2009,21,GA,運動飲料,958,8,4,32,N,1
H1,01/26/2009,22,GA,運動飲料,152,23,8,184,P,2
H1,01/26/2009,22,GA,運動飲料,666,5,14,70,N,1
H1,01/26/2009,22,GA,運動飲料,020,5,16,80,N,1
H1,01/27/2009,10,GA,運動飲料,152,8,8,64,P,1
H1,01/27/2009,11,GA,運動飲料,634,60,6,360,N,1
H1,01/27/2009,11,GA,運動飲料,152,16,8,128,P,2
H1,01/27/2009,11,GA,運動飲料,254,1,32,32,P,1
H1,01/27/2009,11,GA,運動飲料,876,5,15,75,N,1
H1,01/27/2009,11,GA,運動飲料,020,5,16,80,N,1
H1,01/27/2009,12,GA,運動飲料,254,1,32,32,P,1
H1,01/27/2009,13,GA,運動飲料,876,5,15,75,N,1
H1,01/27/2009,14,GA,運動飲料,254,1,32,32,P,1
H1,01/27/2009,15,GA,運動飲料,254,1,32,32,P,1
H1,01/27/2009,16,GA,運動飲料,394,90,9,810,N,1
H1,01/27/2009,16,GA,運動飲料,254,3,32,96,P,3
H1,01/27/2009,16,GA,運動飲料,186,30,6,180,N,1
H1,01/27/2009,16,GA,運動飲料,876,10,15,150,N,2
H1,01/27/2009,17,GA,運動飲料,522,5,15,75,N,1
H1,01/27/2009,17,GA,運動飲料,152,16,8,128,P,2
H1,01/27/2009,17,GA,運動飲料,254,3,21,63,P,1
H1,01/27/2009,17,GA,運動飲料,020,5,16,80,N,1
H1,01/27/2009,17,GA,運動飲料,274,1,28,28,N,1
H1,01/27/2009,18,GA,運動飲料,152,8,8,64,P,1
H1,01/27/2009,18,GA,運動飲料,254,4,24,96,P,2
H1,01/27/2009,18,GA,運動飲料,876,5,15,75,N,1
H1,01/27/2009,19,GA,運動飲料,152,23,8,184,P,2
H1,01/27/2009,19,GA,運動飲料,254,1,32,32,P,1
H1,01/27/2009,20,GA,運動飲料,152,16,8,128,P,2
H1,01/27/2009,21,GA,運動飲料,522,10,15,150,N,1
H1,01/27/2009,21,GA,運動飲料,876,5,15,75,N,1
H1,01/27/2009,22,GA,運動飲料,254,4,24,96,P,1
H1,01/28/2009,09,GA,運動飲料,032,30,6,180,N,1
H1,01/28/2009,10,GA,運動飲料,254,1,32,32,P,1
